5.000000000000000104e-03 2.999999947860429561e+00 7.277321989408299329e-08
1.499999999999999944e-02 2.999999526142252737e+00 7.581585798456166960e-07
2.500000000000000139e-02 2.999998054585698348e+00 3.155618150647155084e-06
3.500000000000000333e-02 2.999993189996569942e+00 1.103237634095335905e-05
4.500000000000000527e-02 2.999977549033340463e+00 3.636371457283622268e-05
5.500000000000000722e-02 2.999930166504360063e+00 1.133385374858142836e-04
6.500000000000000222e-02 2.999795579402048329e+00 3.325659979313943105e-04
7.499999999999999722e-02 2.999436153680809181e+00 9.195145890521287625e-04
8.499999999999999223e-02 2.998539958014129425e+00 2.387564982467441175e-03
9.499999999999998723e-02 2.996476997448094259e+00 5.778367206089842639e-03
1.049999999999999822e-01 2.992137498221691949e+00 1.293359681017927296e-02
1.149999999999999772e-01 2.983903236271310710e+00 2.655364614710439136e-02
1.249999999999999722e-01 2.970136505491417278e+00 4.937072387030235626e-02
1.349999999999999811e-01 2.949966048172750099e+00 8.275391132399348426e-02
1.449999999999999900e-01 2.923503549458121409e+00 1.262816716443249943e-01
1.549999999999999989e-01 2.891520493377643053e+00 1.783158108356140137e-01
1.650000000000000078e-01 2.855062043894239565e+00 2.367431542172575565e-01
1.750000000000000167e-01 2.815175377206719620e+00 2.994831397710324139e-01
1.850000000000000255e-01 2.772766796182563720e+00 3.647542460271149811e-01
1.950000000000000344e-01 2.728558782361206969e+00 4.311543120285328268e-01
2.050000000000000433e-01 2.683103095556178985e+00 4.976314237929596040e-01
2.150000000000000522e-01 2.636814229021995359e+00 5.634159001976171144e-01
2.250000000000000611e-01 2.590006616481216994e+00 6.279552518400983718e-01
2.350000000000000699e-01 2.542922254125625336e+00 6.908543155421321691e-01
2.450000000000000788e-01 2.495747330739045644e+00 7.518219526821575682e-01
2.550000000000000600e-01 2.448628992255287518e+00 8.106398974654838163e-01
2.650000000000000688e-01 2.401690099042495863e+00 8.671443248738917031e-01
2.750000000000000777e-01 2.355038553689151826e+00 9.212090634289847868e-01
2.850000000000000866e-01 2.308776072889060504e+00 9.727355736920277884e-01
2.950000000000000955e-01 2.263006730438635206e+00 1.021647204032087641e+00
3.050000000000001044e-01 2.217848222463383312e+00 1.067890933806162179e+00
3.150000000000001132e-01 2.173430090222481681e+00 1.111413215672256705e+00
3.250000000000001221e-01 2.129912035608395371e+00 1.152170898755274342e+00
3.350000000000001310e-01 2.087487673645283870e+00 1.190102586205037616e+00
3.450000000000001399e-01 2.046401318263946667e+00 1.225102941432643977e+00
3.550000000000001488e-01 2.007070757196527389e+00 1.257169138502337580e+00
3.650000000000001577e-01 1.969960506018021418e+00 1.285969665724744582e+00
3.750000000000001665e-01 1.935962931056425473e+00 1.311380898226055081e+00
3.850000000000001754e-01 1.906188947332829287e+00 1.332840656899325849e+00
3.950000000000001843e-01 1.882216872905877914e+00 1.349991540949585289e+00
4.050000000000001932e-01 1.865390094114965702e+00 1.362304245739477837e+00
4.150000000000002021e-01 1.855723133871237662e+00 1.369796727942860226e+00
4.250000000000002109e-01 1.851043138438016378e+00 1.373481944364108198e+00
4.350000000000002198e-01 1.848990026715761736e+00 1.374990335692697574e+00
4.450000000000002287e-01 1.848217473071230854e+00 1.375592281065166844e+00
4.550000000000002376e-01 1.847978292226632790e+00 1.375795776565390982e+00
4.650000000000002465e-01 1.847931366452879143e+00 1.375813047570833225e+00
4.750000000000002554e-01 1.847963585878710902e+00 1.375763328096704097e+00
4.850000000000002642e-01 1.848032033281319819e+00 1.375692668200971580e+00
4.950000000000002731e-01 1.848093517989215950e+00 1.375637243236578433e+00
5.050000000000002265e-01 1.848124684834999254e+00 1.375607007637053236e+00
5.150000000000002354e-01 1.848136911491104151e+00 1.375588227329820112e+00
5.250000000000002442e-01 1.848138913536318206e+00 1.375564627554024089e+00
5.350000000000002531e-01 1.848125097227460545e+00 1.375508222519238766e+00
5.450000000000002620e-01 1.848100479884041913e+00 1.375421261926996985e+00
5.550000000000002709e-01 1.848095630100828002e+00 1.375368124386353363e+00
5.650000000000002798e-01 1.848107175324241069e+00 1.375345979764352800e+00
5.750000000000002887e-01 1.848120341267850852e+00 1.375328541161066731e+00
5.850000000000002975e-01 1.848129108486565642e+00 1.375310983947210852e+00
5.950000000000003064e-01 1.848126479619319085e+00 1.375286272223913198e+00
6.050000000000003153e-01 1.848101098234224304e+00 1.375228486419438401e+00
6.150000000000003242e-01 1.848060109381448157e+00 1.375148298441833949e+00
6.250000000000003331e-01 1.848023798401064122e+00 1.375088767793296141e+00
6.350000000000003419e-01 1.847982761585062361e+00 1.375043068431248017e+00
6.450000000000003508e-01 1.847929791621832019e+00 1.375007446483143214e+00
6.550000000000003597e-01 1.847880753539399512e+00 1.374981598318915976e+00
6.650000000000003686e-01 1.847856736806029909e+00 1.374958950902146704e+00
6.750000000000003775e-01 1.847841328653539339e+00 1.374928973375267871e+00
6.850000000000003864e-01 1.847818849334865288e+00 1.374876236556196840e+00
6.950000000000003952e-01 1.847755339187011847e+00 1.374779100420686184e+00
7.050000000000004041e-01 1.847669569256366717e+00 1.374670235401045382e+00
7.150000000000004130e-01 1.847612358795876597e+00 1.374571628720908656e+00
7.250000000000004219e-01 1.847578076910327161e+00 1.374488305133662047e+00
7.350000000000004308e-01 1.847537555515200713e+00 1.374390463082574065e+00
7.450000000000004396e-01 1.847455568611782395e+00 1.374286799133936476e+00
7.550000000000004485e-01 1.847368916221886481e+00 1.374183901237832073e+00
7.650000000000004574e-01 1.847300436879024454e+00 1.374000674961524560e+00
7.750000000000004663e-01 1.847131703985751994e+00 1.373551974077398707e+00
7.850000000000004752e-01 1.846343520366769519e+00 1.371951162669301949e+00
7.950000000000004841e-01 1.842594213203575748e+00 1.364290232281376802e+00
8.050000000000004929e-01 1.824626715319284775e+00 1.327157554257917482e+00
8.150000000000005018e-01 1.747146716254582621e+00 1.169541686384267143e+00
8.250000000000005107e-01 1.426320487241871326e+00 5.905457860423097838e-01
8.350000000000005196e-01 1.089562809319330583e+00 1.015085475989418173e-01
8.450000000000005285e-01 1.013079490048920617e+00 1.294091621550136351e-02
8.550000000000005373e-01 1.001584865508387434e+00 1.492229099521441950e-03
8.650000000000005462e-01 1.000162488171230990e+00 1.594847998814098527e-04
8.750000000000005551e-01 1.000014628649842807e+00 1.523780174360524666e-05
8.850000000000005640e-01 1.000001058234415652e+00 1.155209088716471401e-06
8.950000000000005729e-01 9.999999881098761145e-01 -8.761330661980379597e-09
9.050000000000005818e-01 9.999999654549230899e-01 -2.896466136292969196e-08
9.150000000000005906e-01 1.000000004328604142e+00 5.254787305537500821e-09
9.250000000000005995e-01 1.000000004610555715e+00 4.407489749448458270e-09
9.350000000000006084e-01 9.999999987571885907e-01 -1.327922991847933672e-09
